Clean_Content,0
early bird registration for dataverse is open https events skyros congressos pt form congress dataverse find all the details about this year s event https projects iq harvard edu dcm opensoftware datarepositories fairdata researchdata,Veranstaltung
register for the dataverse training on april featuring sonia barbosa amber leahey alejandra tenorio robles jes s herrera de la cruz and our own gabioshka https www eventbrite com e dataverse training at csvconf tickets csvconf researchdata fairdata openscience,Veranstaltung
we re hiring apply now and join our researchdata management team you ll be responsible for the planning organization and management of research data generated by our researchers rdm rdmjobs fairdatahttps www mdc berlin de career jobs research data manager mfd,Veranstaltung
webinar may th fair data for heritage science i and barbro borns ter uppsala university library will be presenting results from our r d project at swedish national heritage board join us to discuss fairdata heritagescience vocabularies openscience https www raa se in english events seminars and cultural experiences fair data for heritage science,Veranstaltung
newspecies new sibling of the world famous chocolate frog synapturanus danta discovered on frogfriday synapturanus artifexholotype instituto sinchitreatment http treatment plazi org id c e ffc ff c f fd c ffe fpublication http doi org zootaxa zootaxa fairdata science taxonomy ecology biodiversity nature wildlife conservation animals herpetology herps amphibia frogs colombia,Publikation
if you know someone who s asking how can i practically apply the fair principles in my work or how do i know what s the right fair enabling tool for me and they are in an eu or horizon europe associated country then the fair impact opencall is the place to go see you there https fair impact eu fair impact open calls support fairdata openscience rdm,Veranstaltung
newspecies new copepod from the pacific ocean just surfaced echinolaophonte musatreatment http treatment plazi org id c d b c a ba bbpublication http doi org zse zoosyst evo fairdata science taxonomy ecology biodiversity nature wildlife conservation animals copepods pacific ocean,Publikation
newspeciesnew corymorphid from ghost bay southeast asia just surfaced corymorpha tropicatreatment http treatment plazi org id b d d ffd d c fab db a publication http doi org zootaxa zootaxa fairdata science taxonomy ecology biodiversity nature wildlife conservation animals hydrozoa medusa,Publikation
newspecies new bush cricket from brazil just crawled in listroscelis cyanotibiatustreatment http treatment plazi org id bf ffbd ff cbd c ee publication http doi org zootaxa zootaxa fairdata science taxonomy ecology biodiversity nature wildlife conservation animals entomology insects crickets orthoptera brazil,Publikation
newspecies new land snail from china just crawled in laeocathaica qishiliitreatment http treatment plazi org id de aa c abd f d dpublication http doi org zookeys zookeys journal fairdata science taxonomy ecology biodiversity nature wildlife conservation animals malacology snails china,Publikation
on march university college cork library was treated to an educational visit by the digital repository of ireland team read our write up in the library s river side blog digital preservation of research data with the digital repository of ireland https theriverside ucc ie digital preservation of research data with the digital repository of ireland digipres openscience openresearch opendata fairdata,Veranstaltung
newspecies new jewel beetle from the china just flew in anthaxia svatoplukbilyitreatment http treatment plazi org id fe a b bb bda d a publication http doi org zookeys zookeys journal fairdata science taxonomy ecology biodiversity nature wildlife conservation animals entomology insects coleptera beetles jewels,Publikation
newspecies costus whiskeycolaa newly discovered plant from colombia not named after a drink but after its type locality el whiskey with cola latin for living in treatment http treatment plazi org id a c e b f beecf cec publication http doi org phytokeys phytotaxa fairdata science ecology taxonomy nature biodiversity conservation botany wildflowers flowers wildplants plants wildlife whiskeycola colombia,Publikation
a new blog post is up how much do we plant pathologists value openness and transparency edelponte and adamhsparks discuss their latest paper with zacharyfoster et al and what the implications are for plant pathology why it may be so closed and how we can be more open and reproducible in our research reproducibleresearch fairdata openresearch openaccess,Veranstaltung
newspeciesnew moray eel from india just swam in on fishfriday gymnothorax tamilnaduensistreatment http treatment plazi org id e e e ae bba f publication http doi org zse zoosyst evo fairdata science taxonomy ecology biodiversity nature wildlife conservation animals fish teamfish ichthyology moray eels fishfriday india,Publikation
newspecies new fly from the lower eocene of colorado usa just surfaced on fossilfriday eornithoica grimaldiitreatment http treatment plazi org id f cb ffaa a fcaff ba cpublication http doi org palaeoentomology palaeoentomology fairdata science taxonomy ecology biodiversity nature wildlife conservation animals entomology insects paleo paleontology paleoecology diptera flyfriday flies fly colorado usa,Publikation
newspecies a newly discovered fungus from mexico for fungifriday pseudoboletus silvaticustreatment http treatment plazi org id f a a b ffa ff e fe bfd publication http doi org phytotaxa phytotaxa fairdata science biology taxonomy ecology biodiversity nature wildlife conservation fungi mushrooms mycology mexico,Publikation
newspecies new freshwater sleeper from china just snored microdous amblyrhynchostreatment http treatment plazi org id c b c a d b ec c e cb d epublication http doi org zookeys zookeys journal fairdata science taxonomy ecology biodiversity nature wildlife conservation animals fish teamfish ichthyology sleeper fishfriday china,Publikation
newspecies new special skaters from laos just skated in eotrechus kerberosholotype nhm wientreatment http treatment plazi org id a f b c ab f a d ab ab b publication http doi org dez dez journal fairdata science taxonomy ecology biodiversity nature wildlife conservation animals entomology insects skater laos,Publikation
our th nfdi section industry engagement section industry is starting the goal of the section is to coordinate cooperation with industry and thereby create more value for society more https www nfdi de neue sektion industry engagement registration open for our member organisations https www nfdi de sektionen anmeldung fdm rdm fairdata,Veranstaltung
newspecies aspidistra shiwandashanensisa newly discovered asparagaceae from china treatment http treatment plazi org id a f c ff d ffc d fe af fd publication http doi org phytotaxa phytotaxa fairdata science ecology taxonomy nature biodiversity conservation botany wildflowers flowers wildplants plants wildlife china,Publikation
newspecies new micro land snails from thailand just crawled in e g diplommatina bulonensistreatment http treatment plazi org id ca ae f b d ae fb publication http doi org zse zoosyst evo fairdata science taxonomy ecology biodiversity nature wildlife conservation animals malacology snails thailand,Publikation
newspecies new pilumnid crab from pacific ocean just surfaced lophoplax sordidaholotype museum zoologicum bogoriensetreatment http treatment plazi org id cd e d c fc f fe fpublication http doi org zootaxa zootaxa fairdata science taxonomy ecology biodiversity nature wildlife conservation animals decapoda crustaceae crabs pacific ocean,Publikation
newspecies new cicada from the philippines just flew in neopurana boupteratreatment http treatment plazi org id e bb b ffca b fce fd publication http doi org journalofnaturalhistory fairdata science taxonomy ecology biodiversity nature wildlife conservation animals entomology insects hemiptera cicada philippines,Publikation
we are mapping the current training opportunities in openrri can you help us know of any training opportunities activities resources about researchintegrity openaccess fairdata citizenscience diversityandinclusion openscience etc https survey au dk linkcollector key u tuk horizoneu openaire patterneu,Veranstaltung
and in a parallel capacitybuilding session ludwighuelk is presenting best practice approaches for opensource annotated fairdata with the openenergyplatform oep fairdata for openscience openmod,Veranstaltung
join us for the st public event of the australian openscience network on march speakers from ardc australian citizen science association and open access australasia chaired by the council of australian university librarians open science in australia how can we support key international initiatives info https www caul edu au events open science australia how can we support key international initiatives openaccess openresearch fairdata boosts welcome,Veranstaltung
the gbif fairsharingcommunitychampions are fantastic contributors to our programme their efforts have enriched the description of the biodiversity landscape in fairsharing thanks for being a part of the programme read more about the bicikl fairsharing powered web app that reveals links among orgs implementing biodiversity fairdata standards databases policies joint blog post at gbif https www gbif org news p o iu if axqqvuuszuz gbif staff join the fairsharing community champions programmeat fairsharing https blog fairsharing org p also on the bird site,Veranstaltung
newspecies a newly discovered fungus from china for fungifriday geastrum suaetreatment http treatment plazi org id fab f d e d a c e ebfb a publication http doi org bdj e biodatajournal fairdata science biology taxonomy ecology biodiversity nature wildlife conservation fungi mushrooms mycology china,Publikation
newspeciesnew goby from the red sea just swam in fusigobius humerosustreatment http treatment plazi org id d d d b ffea aa ff fc da publication http doi org zootaxa zootaxa fairdata science taxonomy ecology biodiversity nature wildlife conservation animals fish teamfish ichthyology gobies redsea,Publikation
newspecies new terrestrial breeding frog from peru just hopped by on frogfriday phrynopus apumantarumtreatment http treatment plazi org id e e e ae e e f ffc publication http doi org evolsyst zootaxa fairdata science taxonomy ecology biodiversity nature wildlife conservation animals herpetology herps amphibia frogs peru,Publikation
newspecies new grasshopper from crete just clittered eupholidoptera francisaetreatment http treatment plazi org id a ca ad d a c b cf publication http doi org zookeys zookeys journal fairdata science taxonomy ecology biodiversity nature wildlife conservation animals entomology insects orthoptera grasshopper crete,Publikation
newspeciesnew fossil turtle from colombia just emerged podocnemis tatacoensisholotype museo de historia natural la tatacoatreatment http treatment plazi org id d f c fda fc bfe fd epublication http doi org geodiversitas v a geodiversitas fairdata science taxonomy ecology biodiversity nature wildlife conservation animals herpetology herps reptilia reptiles turtles paleo paleontology colombia,Publikation
newspecies linaria pseudamethysteaa newly discovered endemic plantaginaceae from spain holotype universidad granadatreatment http treatment plazi org id c d ff fffd ff a f f e publication http doi org phytotaxa phytotaxa fairdata science ecology taxonomy nature biodiversity conservation botany wildflowers flowers wildplants plants wildlife spain,Publikation
newspeciesnew flattie spider from australia just appeared karaops durrantorumholotype western australian museumtreatment http treatment plazi org id ba bd ea a f ba a af f b fc epublication http doi org zookeys zootaxa fairdata science taxonomy ecology biodiversity nature wildlife conservation animals spiders arachnology arachnids,Publikation
newspecies new catfish from brazil just swam by imparfinis lepturusholotype museu zoologia usptreatment http treatment plazi org id d a ff a ff b fbca c fpublication http doi org zootaxa zootaxa fairdata science taxonomy ecology biodiversity nature wildlife conservation animals fish teamfish ichthyology catfish brazil,Publikation
newspecies new glassfrog from brazil just climbed in on frogfriday vitreorana assuhtreatment http treatment plazi org id f ffa ffa ff e b b f bepublication http doi org zootaxa zootaxa fairdata science taxonomy ecology biodiversity nature wildlife conservation animals herpetology herps amphibia frogs glassfrogs brazil,Publikation
newspeciesnew rove beetle from india just roved in syndicus primusholotype uniwersytet wroc awskitreatment http treatment plazi org id c b fffa d a db b c a d d publication http doi org zootaxa zootaxa fairdata science taxonomy ecology biodiversity nature wildlife conservation animals entomology insects beetles bugs,Publikation
newspecies allium sunhangiia newly discovered amaryllidaceae from uzbekistan treatment http treatment plazi org id fca d dd a a c f publication http doi org phytokeys phytokeys fairdata science ecology taxonomy nature biodiversity conservation botany wildflowers flowers wildplants plants wildlife wildflowers uzbekistan,Publikation
newspecies new squat lobster from pacific ocean just flushed in heteronida ceresholotype mus um national d histoire naturelle paristreatment http treatment plazi org id a ffc bd e fe fd fbf a fpublication http doi org ejt ejtaxonomy fairdata science taxonomy ecology biodiversity nature wildlife conservation animals decapoda crustaceae lobster pacific ocean,Publikation
newspeciesnew tardigrade from china just snuck in milnesium guanyinensistreatment http treatment plazi org id dafc f ff b eefc fd epublication http doi org zootaxa zootaxa fairdata science taxonomy ecology biodiversity nature wildlife conservation animals tardigrades china,Publikation
newspecies new snail from laos just crawled in alycaeus goliathholotype mus um national d histoire naturelle paristreatment http treatment plazi org id b e ff f ff fcfbfadd c publication http doi org zootaxa zootaxa fairdata science taxonomy ecology biodiversity nature wildlife conservation animals malacology snails laos,Publikation
newspeciesnew butterfly from guinea just fluttered in precis koivoguiiholotype uniwersytet jagiello skitreatment http treatment plazi org id ffaa ff c fc dcce a publication http doi org zootaxa zootaxa fairdata science taxonomy ecology biodiversity nature wildlife conservation animals entomology insects lepidoptera butterflies,Publikation
newspecies new cockoo wasp from portugal just flew in chrysis crossiholotype universit de monstreatment http treatment plazi org id dfd b aa ea publication http doi org bdj e biodatajournal fairdata science taxonomy ecology biodiversity nature wildlife conservation animals entomology insects hymenoptera wasps,Publikation
if you re interested in openscience join us for the first public event for the australian open science network on march open science in australia how can we support key international initiatives https www caul edu au events open science australia how can we support key international initiatives more on the australian open science network https www caul edu au services programs australian open science networkboosts welcome openaccess openeducation fairdata,Veranstaltung
our next nfdi tooltalk on march at pm is about the research data management platform coscine the service is made for the storage management and archiving of research and metadata speaker dr ilona lang rwth aachen university stream https youtube com live ehlb a lllo feature share info https coscine de our nfdi talk series https www nfdi de talks fdm fairdata rdm datamanagement research,Veranstaltung
job alert researchdata openscience fairdata europe remoteworking the research data alliance is one of my favourite networks because it is diverse results oriented global focused on researchdata rda europe is hiring a senior expert team facilitator must live in eu deadline april https www rd alliance org were hiring senior expert team facilitator for questions regarding the position or rda europe known as rda aisbl contact ari asmi director of the rda aisblari asmi rda foundation org,Veranstaltung
two weeks until the openmod workshop hosted by the iiasa energy climate environment program learn about model comparison fairdata opensource tools messageix pyam iamc the ecemf project from ludwighuelk paulnatsuo and many others join the capacitybuilding sessions wednesday march online https forms office com e rpnbklyaxp,Veranstaltung
two day workshop with the swedigarch research infrastructure operating board great to get to meet in person and really engage with the ongoing work the link ad fairify digital archaeological databases records and collections and the weather is awesome too fairdata digitalarchaeology,Veranstaltung
yes ja oui si tak whatever language you choose to this policies and modes of data provision such as the fair principles open access and creative commons are often used and interpreted synonymously but need to be clearly differentiated and related to each other https ride i d e de issues issue editorial fairdata,Veranstaltung
newspecies new bush frog from china just jumped in on frogfriday raorchestes malipoensistreatment http treatment plazi org id dcf a e c b aa e c c publication http doi org zookeys zookeys journal fairdata science taxonomy ecology biodiversity nature wildlife conservation animals herpetology herps amphibia frogs bullfrogs china,Publikation
newspecies a newly discovered fungus from pakistan for fungifriday conocybe karakensistreatment http treatment plazi org id a f ff e ff d f apublication http doi org phytotaxa phytotaxa fairdata science biology taxonomy ecology biodiversity nature wildlife conservation fungi mushrooms mycology pakistan,Publikation
how can i practically apply the fair principles in my work how do i know what is the right fair enabling tool for me fair impact could help first of three open calls for financial support begins in april more in our webinar on march thhttps fair impact eu node fairdata openscience,Veranstaltung
newspeciesnew moth from macedonia just landed commatarcha galicicaetreatment http treatment plazi org id f f e b f ae b ba ddpublication http doi org nl notalepido fairdata science biology taxonomy ecology biodiversity nature wildlife conservation animals insects entomology moth butterflies mothsmatter macedonia,Publikation
newspecies new bee from arizona just buzzed in lasioglossum indagatorholotype california academy of sciencestreatment http treatment plazi org id ee e fff fdfa fecb ea af publication http doi org ejt ejtaxonomy fairdata science biology taxonomy ecology biodiversity nature wildlife conservation animals insects entomology bees wildbees arizona usa,Publikation
newspeciesnew lizard from colombia just flitted by anolis quimbayatreatment http treatment plazi org id f f c c b eff b a b publication http doi org vz e vertebratezoology fairdata science taxonomy ecology biodiversity nature wildlife conservation animals reptiles herpetology herps lizards colombia,Publikation
newspecies new millipede from romania just shuffled by micropachyiulus filiformisholotype national museum of natural history bulgariatreatment http treatment plazi org id df fa e bff dfab acpublication http doi org zootaxa zootaxa fairdata science taxonomy ecology biodiversity nature wildlife conservation animals diplopoda millipede romania,Publikation
newspecies stigmatodon enigmaticusa newly discovered bromeliaceae from brazil treatment http treatment plazi org id fe fff fc e ff ff b df fa publication http doi org phytotaxa phytotaxa fairdata science ecology taxonomy nature biodiversity conservation botany wildflowers flowers wildplants plants wildlife brazil,Publikation
newspeciesnew cavernicolous beetle from china just looked out dongodytes mingruoaetreatment http treatment plazi org id ad bf ff ff f a f publication http doi org zootaxa zootaxa fairdata science taxonomy ecology biodiversity nature wildlife conservation animals insects entomology beetles bugs cavespecies cave cavebiology europe,Publikation
newspecies new glassfrog from ecuador just climbed in on frogfriday centrolene zarzatreatment http treatment plazi org id be b fe c bc publication http doi org zookeys zookeys journal fairdata science taxonomy ecology biodiversity nature wildlife conservation animals herpetology herps amphibia frogs glassfrogs ecuador,Publikation
what do researchers need from datadiscovery systems as it turns out much more than an ask and receive model check out the results of our large scale crowdsourcing in the gofairofficial discovery in use cases http doi org dsj openscience academicchatter researchdatamanagement fairdata,Veranstaltung
a summary of the recommendations from the ai life bioimagea fair ai workshop is now publicly available on zenodo https ai life eurobioimaging eu summary fair ai workshop we would like to thank all the participants for their valuable feedback in drafting the recommendations fairdata ai,Veranstaltung
interesting paper by parks et al on how the chemistry journalpublishing landscape supports criteria including fair and fairdata and where there is room for improvement read more at https doi org pac this paper also mentions work from nfdi chem researchdataalliance fairsharing digitalcurationcentre,Meinung
is more always better thinking about digitalscholarlyeditions who will be able to access your high resolution scans what amount of energy is needed to provide access who has the high speed internet connection not everyone think intersectional accessibility real fairdata greeningscience digitalhumanities,Veranstaltung
newspecies centaurea dolopicaa newly discovered asteraceae from greece treatment http treatment plazi org id f fffb ffec d aa cf fd e apublication http doi org phytotaxa phytotaxa fairdata science ecology taxonomy nature biodiversity conservation botany wildflowers flowers wildplants plants wildlife greece,Publikation
newspeciesnew leafhopper from europe just hopped by dudanus karraholotype senckenbergworld treatment http treatment plazi org id f d e ffa e c d fe apublication http doi org zootaxa zootaxa fairdata science taxonomy ecology biodiversity nature conservation animals insects entomology leafhoppers europe,Publikation
newspeciesnew snail eating snake from panama just sidled in dipsas aparatiritosholotype smithsoniantreatment http treatment plazi org id e cab fbb b d f publication http doi org zookeys zookeys journal fairdata science taxonomy ecology biodiversity nature conservation animals herpetology reptiles snakes panama,Publikation
newspecies new microsnail from vietnam just crawled by angustopila parallelatreatment http treatment plazi org id a d e e a c ef dd publication http doi org zookeys zookeys fairdata science taxonomy ecology biodiversity nature conservation malacology mollusca gastropoda snails vietnam,Publikation
newspeciesnew deep time ant from dominican amber just nipped us neoponera vejestoriatreatment http treatment plazi org id e d f e d ec fe b publication http doi org s biomedcentral fairdata science ecology biodiversity nature conservation insects entomology ants myrmecology paleo paleontology miocene,Publikation
it was fantastic to be at the digital repository of ireland online members coffee morning today hearing about the newly published ports past and present collection in the repository great work by the ppp team and dri to preserve and share these outputs https doi org dri ht b fairdata opendata humanitiesdata digitalpreservation,Veranstaltung
fancy being a european fair champion fairdata https fair impact eu open call european fair champions,Veranstaltung
i found these resources on metadata pandemic preparedness fair data and trust useful and well written for a broad audience by the project by covid and in english and french https by covid org usecases fairdata metadata opendata,Veranstaltung
spending time today catching up on presentations given that the recent disccofutures event you can see these here https t co tsbjbqxcc fairdata biodiversity openscience,Publikation
newspecies osbeckia yercaudensisa newly discovered melastomataceae from india treatment http treatment plazi org id e a ffb cbf f a ea aa publication http doi org phytotaxa phytotaxa fairdata science ecology taxonomy nature biodiversity conservation botany wildflowers flowers wildplants plants wildlife india,Publikation
trigonopterus grimmicollected in in malaysiadescribed and published in zookeys in treatment added to treatmentbank http treatment plazi org id c af f a aa e d a and mediated to gbif by plazithis process can be automated if the data is published as fairdata,Publikation
i m happy to share my interview with sandra gesing about fair software workflows and virtual research environments vres science gateways as part of the researchdataalliance th anniversary calendar of events have a listen https podcast polyneme xyz episodes sandra gesinghttps www rd alliance org plenaries events events e decade data e celebrating years rda rdas th anniversary events and machinecentricscience podcast fairdata fairworkflows virtualresearchenvironments sciencegateways,Veranstaltung
lovedataweek is getting close to an end but there s still time to invite you to take a look at the recordings of the nwo openscience in practice webinars to hear about the sharing of qualitative data and interoperable open data among other topics https www nwo nl en open science practice webinar serieswe featured many interesting speakers including egonw ludowaltman jscaux rogierk many of the projects funded through the nwo opensciencefund are related to opendata and fairdata https www nwo nl en researchprogrammes open science open science fund open science fund awarded grants,Veranstaltung
newspecies a newly discovered fungus from mexico for fungifriday xerocomellus perezmorenoiholotype unamtreatment http treatment plazi org id fcc d ffcf ff ff d fdb publication http doi org phytotaxa phytotaxa fairdata science ecology nature biodiversity conservation fungi mushrooms mycology china,Publikation
newspeciesnew stag beetle from china just nipped us lucanus niutreatment http treatment plazi org id ab fc fff ffe ff a fe fe b a publication http doi org fee fareasternentomologist fairdata science ecology biodiversity nature conservation insects entomology beetles bugs china,Publikation
newspecies new polychaete worm from the philippines just came in chloeia bemisaeholotype florida museumtreatment http treatment plazi org id c ffea d ff ad dfbb publication http doi org zootaxa zootaxa fairdata science nature ecology biodiversity conservation worms annelida,Publikation
newspecies new vampire catfish from peru just swam by paracanthopoma satanicatreatment http treatment plazi org id a a c ffee fc fc e aa publication http doi org pap isavulsosdezoologia fairdata science nature ecology biodiversity conservation fish catfish vampire satan ichthyology peru,Publikation
newspecies new fly from europe just flew in periscelis laszloitreatment http treatment plazi org id a b ff ffc ff c fda f apublication http doi org aemnp actaentomologicamuseinationalispragae fairdata science biodiversity nature conservation insects entomology flies fly europe,Publikation
if you love your data a pid and metadata is the greatest gift you can give it that s why britta dreyer will talk about persistentidentifiers at the hmcfairfriday today sign up now join this event on the last day of the lovedataweek https helmholtz metadaten de en events hmc fair friday with britta dreyer lovedata doi researchdata openscience openresearch fairdata helmholtz helmholtzopenscienceoffice,Veranstaltung
newspecies gladiolus siirtensisa newly discovered iridaceae from turkey treatment http treatment plazi org id f ff b f ff e f a bfb publication http doi org phytotaxa phytotaxa fairdata science nature biodiversity conservation botany wildflowers flowers plants,Publikation
newspecies new ant from thailand just crept in lepisiota siamensistreatment http treatment plazi org id b f d fff ff a fef fe cpublication http doi org fee fareasternentomologist fairdata science biodiversity nature conservation insects entomology ants myrmecology,Publikation
newspecies a newly discovered fungus from china for fungifriday collybiopsis bambusicolatreatment https treatment plazi org id d a b c f b ac eff f publication https doi org phytotaxa phytotaxa fairdata science nature biodiversity conservation fungi mushrooms mycology china,Publikation
newspecies new cross frog from indonesia just jumped in on frogfriday oreophryne chloropstreatment http treatment plazi org id a b e a a a c d b publication http doi org vz e vertebratezoology senckenbergworld fairdata science nature biodiversity conservation herpetology frogs herps amphibia indonesia,Publikation
